title,datetime
日本空港ビルデング、創立70周年でB’z松本孝弘氏が楽曲書き下ろし,2023年8月5日
ニュージーランド航空、オークランド行きでセール　往復総額12万円から,2023年8月5日
チェジュ航空、東京/成田〜釜山線を増便　9月6日から1日2往復,2023年8月5日
那覇空港、ターミナルビルを8月5日終日閉館　台風6号の影響,2023年8月4日
JAL、エアバスA350-1000型機へのエンジン装着の様子を公開,2023年8月4日
ANA、羽生結弦選手が出演するオンラインツアー「機長・羽生結弦の旅路」を開催,2023年8月4日
ウィズ・エア、エアバスA321neoファミリーを75機追加発注,2023年8月4日
アメリカとモンゴル、2024年に直行便就航　航空輸送協定締結へ,2023年8月4日
マイクロジェット、国内でプライベートジェットチャーターサービス　会長はスカイマーク西久保元社長,2023年8月4日
「JAL Global WALLET」、AmazonでJGWポイント利用で10％還元,2023年8月3日
ベトナム航空、大阪/関西〜ダナン線を年末年始に2往復　来年2月に本格運航再開,2023年8月3日
ZIPAIR Tokyo、東京/成田〜マニラ線の冬スケジュールの航空券販売開始,2023年8月3日
JALグループ、羽田発NY行きで「サステナブル・チャレンジフライト」を実施,2023年8月3日
ANA、1PointFiveと炭素除去クレジット調達契約を締結,2023年8月3日
伊丹空港、国内空港最大規模のEV充電用電源を導入,2023年8月3日
エアロK、東京/成田〜清州線を開設　8月3日から1日1往復,2023年8月2日
中部国際空港、T1到着免税店の営業再開,2023年8月2日
エアージャパン、東京/成田〜バンコク/スワンナプーム線を来年2月9日開設　週6往復を運航,2023年8月2日
エアージャパン、総合職のキャリア採用を実施,2023年8月2日
JALのマイル、povo2.0のデータ通信容量への交換に対応,2023年8月2日
スカイマーク、「ピカチュウジェットBC」の運航計画発表　9月3日〜10月28日,2023年8月2日
JAL、「JAL MaaS」で羽田・伊丹空港発着の空港バスと連携開始,2023年8月2日
"アシアナ航空、東京/成田〜ソウル/仁川線で特別運賃　往復ビジネスクラスで38,000円、エアバスA380型機利用",2023年8月2日
タイ国際航空、札幌・大阪・福岡発着バンコク行きで特別運賃　夏休みでも往復総額7.3万円台から,2023年8月2日
香港の航空需要回復に自信、2024年にもコロナ前水準に　香港アビエーションデー開幕,2023年8月2日
アシアナ航空、東京/成田〜ソウル/仁川線にエアバスA380型機を投入　10月1日〜28日,2023年8月2日
エアカラン、東京/成田〜ヌメア線でセール　総額7.4万円から,2023年8月2日
JAL、エアバスA350-1000型機の運航を11月下旬にも開始へ,2023年8月1日
香港エクスプレス航空、熊本〜香港線の運航再開　11月1日から週3往復,2023年8月1日
"ANA、8月3日〜9日搭乗分「トクたびマイル」設定　東京/羽田〜大阪/伊丹線4,500マイルなど",2023年8月1日
JAL、純損益230億円の黒字　23年4月〜6月期,2023年8月1日
ANA、経路検索・旅行プランニングサービス「旅CUBE」のサービス開始,2023年8月1日
ANAは、文化交流イベント「ANA ʻAha Mele」をホノルルで開催　11月16日〜19日,2023年8月1日
新千歳空港、「ソフト・アイスクリーム総選挙」の投票結果発表,2023年8月1日
JAL、関西国際空港国際線「サクララウンジ」で有料サービス販売,2023年8月1日
関西国際空港T1に飲食店2店舗　スタバとそじ坊,2023年8月1日
日本とチェコ、航空協定に実質合意,2023年8月1日
那覇空港、ターミナルビルを8月1日終日閉館　台風6号の影響,2023年7月31日
ジェットスター、オーストラリア往復航空券購入で復路999円,2023年7月31日
エティハド航空、大阪/関西発着路線でセール　欧州へ総額11万円台など,2023年7月31日
"JAL、「国内航空券タイムセール」を開催　10月搭乗分、7,700円から",2023年7月31日
北海道エアシステム、ATR42-600型機4号機を10月25日運航開始,2023年7月31日
関西国際空港、2期島国際貨物地区のスポット増設,2023年7月31日
北海道エアシステム、札幌/丘珠〜根室中標津線を開設　今冬スケジュールに,2023年7月31日
ピーチ、「変身旅くじ」をルミネ有楽町に設置　映画「バービー」とコラボ,2023年7月31日
"はとバス、羽田の滑走路脇で撮影ツアー　夏の土日運行、13,000円",2023年7月30日
スカイマーク、東京/羽田〜札幌/千歳・福岡線で臨時便　8月に56便,2023年7月29日
「FDA航空教室in福岡空港ツアー」、9月23日に開催　機体見学も,2023年7月29日
スカイマーク、2022年度の定時運航率トップ　6年連続,2023年7月29日
ANA、7月分「ANAにキュン！」でいっしょにマイル割の同行者運賃を割引　その他DPクーポンなども配布,2023年7月29日
デルタ航空、ニューヨークのジョン・F・ケネディ国際空港に2か所目の「デルタ スカイクラブ」開設,2023年7月29日
東京都、東京ブランドの発信拠点「#Tokyo Tokyo BASE」を羽田空港T3に開設,2023年7月29日
ANAホールディングス、純利益306億円　2023年4月〜6月期,2023年7月29日
グローバル・エアラインズ、アメックスと提携　初便にカード会員向けオファー,2023年7月29日
IAG、ワイドボディ機7機のオプション行使,2023年7月29日
フィンエアー、新型ビジネスとプレエコ設置機材を東京/成田・大阪/関西〜ヘルシンキ線に投入,2023年7月29日
渋谷スクランブルスクエア、「SHIBUYA SKY」の屋上「SKY STAGE」で盆踊り実施　8月9日・10日,2023年7月28日
カタール航空、最大12％オフ　欧州やアフリカ、中東行き対象,2023年7月28日
"国内最大級全1,300席　羽田2タミ国際線「ANA SUITE LOUNGE」「ANA LOUNGE」に潜入",2023年7月28日
"ジェットスター・ジャパン、国内線で「スーパースターセール」　往復予約で復路2,990円から",2023年7月28日
タイ・エアアジアX、札幌/千歳〜バンコク/スワンナプーム線の運航再開　10月29日から1日1往復で,2023年7月28日
中国東方航空、新潟〜上海/浦東線の運航再開　8月26日から週2往復,2023年7月28日
"香港エクスプレス航空、「エクスプレスセール」開催　日本発着片道6,500円から",2023年7月28日
スクート、アテネとベルリン線再編　アテネ経由ベルリン線に変更,2023年7月28日
大韓航空、特製ビール「KAL’s Lager」を発表,2023年7月28日
"シンガポール航空、純利益7億3,400シンガポールドル　2023年1月〜3月、過去最高を記録",2023年7月27日
